StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,intro_timer_First Click,intro_timer_Last Click,intro_timer_Page Submit,intro_timer_Click Count,id,Data Analysis,People Interaction,Data Entry,Problem Solving,Innovation,Communication,Teamwork,Autonomy,Attention to Detail,Big Picture Thinking,Leadership,Technical Skills,Adaptability,Creativity,Time Management,Process Optimization,Mentorship,Risk Management,Project Management,Customer Focus,Initiative,Team Self-Organization,Emotional Intelligence,Conflict Resolution,Decision Making,Resilience,Cultural Awareness,Learning Agility,questions_timer_First Click,questions_timer_Last Click,questions_timer_Page Submit,questions_timer_Click Count
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Enter ID in format specified,How comfortable are you with analyzing datasets to extract insights?,How comfortable are you with working directly with people?,How comfortable are you with completing repetitive tasks like data entry?,How comfortable are you with solving complex problems?,How comfortable are you with coming up with new ideas or solutions?,How comfortable are you with explaining complex ideas to others?,How comfortable are you with collaborating in a team environment?,How comfortable are you with working independently with minimal supervision?,How comfortable are you with focusing on small details to ensure accuracy?,How comfortable are you with considering long-term strategies in your work?,How comfortable are you with leading a team or project?,How comfortable are you with using the technical tools needed for your work?,How comfortable are you with adjusting to new tasks or environments?,How comfortable are you with developing creative solutions to problems?,How comfortable are you with managing your time and meeting deadlines?,How comfortable are you with improving processes or workflows?,How comfortable are you with providing guidance to others?,How comfortable are you with assessing and managing risks?,How comfortable are you with organizing and managing projects?,How comfortable are you with understanding and addressing customer needs?,How comfortable are you with taking the initiative to start tasks without being prompted?,How comfortable are you with organizing a team to meet objectives?,How comfortable are you with recognizing and managing emotions in yourself and others?,How comfortable are you with resolving conflicts within a team?,How comfortable are you with making decisions under pressure?,How comfortable are you with handling setbacks or changes in your work?,How comfortable are you with working with people from diverse backgrounds?,How comfortable are you with quickly learning and applying new skills?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID424_BROWSER""}","{""ImportId"":""QID424_VERSION""}","{""ImportId"":""QID424_OS""}","{""ImportId"":""QID424_RESOLUTION""}","{""ImportId"":""QID425_FIRST_CLICK""}","{""ImportId"":""QID425_LAST_CLICK""}","{""ImportId"":""QID425_PAGE_SUBMIT""}","{""ImportId"":""QID425_CLICK_COUNT""}","{""ImportId"":""QID422_TEXT""}","{""ImportId"":""QID394""}","{""ImportId"":""QID395""}","{""ImportId"":""QID396""}","{""ImportId"":""QID397""}","{""ImportId"":""QID398""}","{""ImportId"":""QID399""}","{""ImportId"":""QID400""}","{""ImportId"":""QID401""}","{""ImportId"":""QID402""}","{""ImportId"":""QID403""}","{""ImportId"":""QID404""}","{""ImportId"":""QID405""}","{""ImportId"":""QID406""}","{""ImportId"":""QID407""}","{""ImportId"":""QID408""}","{""ImportId"":""QID409""}","{""ImportId"":""QID410""}","{""ImportId"":""QID411""}","{""ImportId"":""QID412""}","{""ImportId"":""QID413""}","{""ImportId"":""QID414""}","{""ImportId"":""QID415""}","{""ImportId"":""QID416""}","{""ImportId"":""QID417""}","{""ImportId"":""QID418""}","{""ImportId"":""QID419""}","{""ImportId"":""QID420""}","{""ImportId"":""QID421""}","{""ImportId"":""QID426_FIRST_CLICK""}","{""ImportId"":""QID426_LAST_CLICK""}","{""ImportId"":""QID426_PAGE_SUBMIT""}","{""ImportId"":""QID426_CLICK_COUNT""}"
2024-10-03 22:01:21,2024-10-03 22:01:21,2,100,0,1,2024-10-03 22:01:21,R_cUy6ezFNCrQIoPI,test,,accusamus,accusamus,fringilla,vestibulum,1.03,2.68,8.86,30,"Accumsan quis dapibus. Pretium metus velit! Id, laoreet ut porta auctor vestibulum non.",1,5,4,4,1,4,3,2,2,3,3,5,1,1,1,4,2,2,2,5,2,4,3,2,5,2,5,5,3,4.56,6.55,15
2024-10-03 22:01:21,2024-10-03 22:01:21,2,100,0,1,2024-10-03 22:01:21,R_dmArmVKMezeitqS,test,,malesuada,suspendisse,malesuada,accusamus,2.84,3.77,8.39,42,Pharetra quis blandit? Laoreet aenean magna tellus suspendisse consequat. Phasellus auctor sed. Leo vivamus. Nulla.,3,3,3,2,1,3,4,5,4,5,3,2,5,4,5,1,1,5,2,2,3,1,1,5,4,2,2,1,0.49,8.56,8.88,22
2024-10-03 22:01:21,2024-10-03 22:01:21,2,100,0,1,2024-10-03 22:01:21,R_0BqLPECMd0wKi5o,test,,suspendisse,convallis,temporibus,convallis,3.4,7.87,6.77,46,Nunc eu volutpat per. Dignissim lacus sem at mi urna sapien urna wisi? Egestas augue.,5,5,2,2,4,4,3,4,3,3,4,3,4,3,2,4,1,1,4,3,5,3,5,4,5,4,5,2,2.64,2.99,8.88,11
2024-10-03 22:01:22,2024-10-03 22:01:22,2,100,0,1,2024-10-03 22:01:22,R_e4GCeAdl0pU19Xw,test,,fermentum,malesuada,convallis,facilisis,1.71,5.36,5.62,32,"Enim nullam? Imperdiet proin convallis tempora. Accumsan pede? Imperdiet fermentum, maecenas nec.",4,5,4,4,3,4,2,2,3,3,2,5,5,2,5,1,3,2,2,2,5,3,1,1,2,1,5,4,6.34,9.87,8.66,2
2024-10-03 22:01:22,2024-10-03 22:01:22,2,100,0,1,2024-10-03 22:01:22,R_74in3M0iA4nw1im,test,,sollicitudin,imperdiet,sollicitudin,curabitur,1.65,7.78,8.73,37,Magna! Euismod molestie in lorem sagittis per ante lacus faucibus.,3,5,3,4,1,3,4,5,1,1,4,2,1,5,4,1,3,2,1,5,1,3,5,4,5,1,4,5,6.36,7.62,6.74,0
2024-10-03 22:01:22,2024-10-03 22:01:22,2,100,0,1,2024-10-03 22:01:22,R_efFRwJZOKSfxnP8,test,,curabitur,tincidunt,elementum,venenatis,7.71,9.78,8.61,47,"Ullamcorper tortor pede turpis culpa a sodales, vitae morbi rutrum dignissim? Faucibus.",2,5,4,5,5,4,4,3,3,5,4,5,2,5,4,4,1,1,1,3,2,5,4,3,1,3,2,2,8.64,8.75,9.57,18
2024-10-03 22:01:22,2024-10-03 22:01:22,2,100,0,1,2024-10-03 22:01:22,R_ezB186R8UZ6Bsma,test,,phasellus,consectetuer,vestibulum,fermentum,3.09,5.62,3.5,14,Consequat potenti ligula praesent aliquam nibh vehicula? Dolorem atque ante convallis.,3,2,2,4,3,3,5,5,3,3,3,5,3,5,2,3,3,5,2,4,5,1,1,5,3,1,5,2,2.39,4.42,8.12,33
2024-10-03 22:01:22,2024-10-03 22:01:22,2,100,0,1,2024-10-03 22:01:23,R_6S8BquUAoXIkvK6,test,,convallis,vestibulum,ultricies,imperdiet,5.05,5.38,9.92,36,Sollicitudin sed euismod maecenas turpis felis velit montes tincidunt? Rhoncus? Dolor tempor.,2,4,1,4,1,1,5,5,5,4,3,5,5,1,3,1,1,1,2,2,5,5,1,1,4,2,5,3,8.81,9.69,8.9,8
2024-10-03 22:01:23,2024-10-03 22:01:23,2,100,0,1,2024-10-03 22:01:23,R_3F8ZgCC3yayDbiS,test,,ullamcorper,elementum,ultricies,consequat,3.12,3.39,8.23,22,Id est rhoncus pharetra a culpa malesuada lacus. Pretium egestas a.,1,1,2,5,2,3,2,3,2,1,5,5,3,2,4,5,4,4,1,5,3,4,2,2,1,5,4,5,7.79,9.77,9.41,26
2024-10-03 22:01:23,2024-10-03 22:01:23,2,100,0,1,2024-10-03 22:01:23,R_e2MH7JfZHLOnKES,test,,facilisis,vestibulum,tincidunt,ullamcorper,5.93,7.04,6.57,1,"Ab. Nullam? Montes imperdiet turpis accusamus ultrices! Erat auctor laoreet primis, elementum.",1,1,3,5,2,1,5,1,1,5,1,5,2,4,4,1,2,5,2,3,4,5,4,1,2,3,1,5,8.27,8.86,9.82,8
